6.942228126344129180e+01 2.248652345746099748e-02 1.135374241761144126e-01 5.059620377974259620e-02 2.041517826374414279e-09 9.696359998760950560e-01
6.914053175873799262e+01 2.250061389167824777e-02 1.141229330661384378e-01 4.922741466912448211e-02 2.039873656748568158e-09 9.692713582338853273e-01
6.970928820685332994e+01 2.260517810250343637e-02 1.132426631357956737e-01 6.614949070463489733e-02 2.106206551459401005e-09 9.730280033781061322e-01
6.980185550408154427e+01 2.259333662062425196e-02 1.131160559639380891e-01 6.524317243104289787e-02 2.102289220258022475e-09 9.732484700229526720e-01
6.970485304166868445e+01 2.257499882383980083e-02 1.133040469846080117e-01 6.233673209837398144e-02 2.091264270816351443e-09 9.731797124260337384e-01
6.954252823765672531e+01 2.256288438382851938e-02 1.137429954065575788e-01 5.662461865917738785e-02 2.071088820923255000e-09 9.723888932985575995e-01
6.950335802707346033e+01 2.258661460666218715e-02 1.139679231297198864e-01 6.032925124563841279e-02 2.088918131315687843e-09 9.729406459211886737e-01
6.961936940942175056e+01 2.258122829072212526e-02 1.136230396498696948e-01 6.717200772307839463e-02 2.114677484313329504e-09 9.731719356363360829e-01
6.963544873526691958e+01 2.252690457582965863e-02 1.133706581026967947e-01 7.451980998033358450e-02 2.142617218090267661e-09 9.729059179320389550e-01
6.917433841729156541e+01 2.238118955625621742e-02 1.139737654033159131e-01 5.460039690734522222e-02 2.063398885179966403e-09 9.693481012351607973e-01
6.924957489713989389e+01 2.238975199356639870e-02 1.138974084314273577e-01 5.603706956979504633e-02 2.068479926036938988e-09 9.691304854914148947e-01
6.951538937520336958e+01 2.241767635398718081e-02 1.132053368616741801e-01 6.185111219689964218e-02 2.087750278741419013e-09 9.703546244232359452e-01
6.968312425819098621e+01 2.247534577162542749e-02 1.129226553581149234e-01 6.282000719071803574e-02 2.090212943069638538e-09 9.714724600565423085e-01
6.971407771484889793e+01 2.249281263588910271e-02 1.128390646678981979e-01 6.282171948648240800e-02 2.090063896837618332e-09 9.719780331566330034e-01
7.013553939860200614e+01 2.254906052059335586e-02 1.121843876241730570e-01 7.472963978866717372e-02 2.134737691768428460e-09 9.742532153130853967e-01
6.990355038765871143e+01 2.253403431054222528e-02 1.125495235562153501e-01 7.699873726323766543e-02 2.145629015376042944e-09 9.738439862533193603e-01
6.978003250412859870e+01 2.248468516209289891e-02 1.126455529214702295e-01 7.287689022294013830e-02 2.127839437028073186e-09 9.724536335550949540e-01
6.967410496968199141e+01 2.248404436944605178e-02 1.127969581971412505e-01 8.017870486802465557e-02 2.158915672404563346e-09 9.726506694271479514e-01
6.957428445115914428e+01 2.238112585739640212e-02 1.126973107106590960e-01 6.709947909557699430e-02 2.102607363137517019e-09 9.702219401983162017e-01
6.995731694439311354e+01 2.246102597426414063e-02 1.120546053554248578e-01 8.093245994409033195e-02 2.156810157249116170e-09 9.730571024240599609e-01
7.018344018421862529e+01 2.247988750339255729e-02 1.116481772766591274e-01 8.974800991660315808e-02 2.190708022009432687e-09 9.735838607281249724e-01
6.990644393055507066e+01 2.244326565937347293e-02 1.123419935691064714e-01 7.785286265392898919e-02 2.146441225316711183e-09 9.719536879499943716e-01
6.990644393055507066e+01 2.244326565937347293e-02 1.123419935691064714e-01 7.785286265392898919e-02 2.146441225316711183e-09 9.719536879499943716e-01
6.984041786690966092e+01 2.242431111799307250e-02 1.125237013468761704e-01 7.162826004803672653e-02 2.121976482562416715e-09 9.714383227664769027e-01
7.002577960634280885e+01 2.243914599151759087e-02 1.121861888481051478e-01 7.089081712971267990e-02 2.117585828766527460e-09 9.724293276990936263e-01
7.039019447184145406e+01 2.251618519286555792e-02 1.117593642533761672e-01 7.871939110801062789e-02 2.147578338039352602e-09 9.741002663488633750e-01
7.030937769063906728e+01 2.255060345980107114e-02 1.119748928567212976e-01 8.430683162550201004e-02 2.172450943559787409e-09 9.742460621982372837e-01
7.045373471052977266e+01 2.259546970790845752e-02 1.119415798791054129e-01 8.840721062412025544e-02 2.190632114135438191e-09 9.756016954139135056e-01
7.056403733059734407e+01 2.251384404437794390e-02 1.113647109141254338e-01 7.635663550121032928e-02 2.135409451362980652e-09 9.742754192081013453e-01
7.033358175736711360e+01 2.249337281793050217e-02 1.118737036929940143e-01 6.261667696449699227e-02 2.081948268240847583e-09 9.733061386320553954e-01
7.034034343847768866e+01 2.247814623661389954e-02 1.116895409465196304e-01 5.888728732141586958e-02 2.065304110674531254e-09 9.729353222620954478e-01
7.064309843311268367e+01 2.248282605429395564e-02 1.110199171845838023e-01 6.204443788599188492e-02 2.074705376453106877e-09 9.743126833980000345e-01
7.073104308436720089e+01 2.247803875015352490e-02 1.105749423553529093e-01 6.670428576693621103e-02 2.089674724065114411e-09 9.747211846891343789e-01
7.102685916175836667e+01 2.253307469476343444e-02 1.100488788881080204e-01 6.312939396386274549e-02 2.072115090717960431e-09 9.764368621248598057e-01
7.120435248173180298e+01 2.255210063436175263e-02 1.097763143625499899e-01 6.851173415805503208e-02 2.093227305360255879e-09 9.772481137931467998e-01
7.127669857025092881e+01 2.258742065057790446e-02 1.099476658893380754e-01 6.727010350982277898e-02 2.089819215750790529e-09 9.773188674825212807e-01
7.059437760068630041e+01 2.246214736316726537e-02 1.111926700991194561e-01 4.809409497169071790e-02 2.016715315359280064e-09 9.729666273400309207e-01
7.080918978156203991e+01 2.252425620115668450e-02 1.108545319766781195e-01 5.167778256138093329e-02 2.031230859402739957e-09 9.750129796485258460e-01
7.080918978156203991e+01 2.252425620115668450e-02 1.108545319766781195e-01 5.167778256138093329e-02 2.031230859402739957e-09 9.750129796485258460e-01
7.082647686270826171e+01 2.252139678391908498e-02 1.106690141355547857e-01 5.440464217321612506e-02 2.040561137398541732e-09 9.754058713855829899e-01
7.110423584135165243e+01 2.265029709307414194e-02 1.103516512175536507e-01 7.698024600724115429e-02 2.133054638634448660e-09 9.788593970865475669e-01
7.106503803228341098e+01 2.264949301210124333e-02 1.105321785520313599e-01 7.465385086751218091e-02 2.124260804881545287e-09 9.783984706863757541e-01
7.128808145352881809e+01 2.271544609339548951e-02 1.101087402950970545e-01 8.507983182827948132e-02 2.165861863838481400e-09 9.808728538727942148e-01
7.103600586476061096e+01 2.271332467907556316e-02 1.109410141626012147e-01 6.810165320933325717e-02 2.103565311094170526e-09 9.797880669668964648e-01
7.115158802090448376e+01 2.276824235468453625e-02 1.108756952775403759e-01 7.020796602931762831e-02 2.113726635131124983e-09 9.817520782198466689e-01
7.107226530606223491e+01 2.272651396200109711e-02 1.110488393077977698e-01 5.526207253542132769e-02 2.052309533485644486e-09 9.798947347383614170e-01
7.087446297884285684e+01 2.265018226545646024e-02 1.110554520932629241e-01 4.808072591950181968e-02 2.021951200209371409e-09 9.782451596905433755e-01
7.050349764797925900e+01 2.260372978657936016e-02 1.117795046650767871e-01 3.840412747217905598e-02 1.987346960130123648e-09 9.767280411586090061e-01
7.000799535852517863e+01 2.254066930703869931e-02 1.127170509459484715e-01 1.860810015348169852e-02 1.912094377271157041e-09 9.744135851756126065e-01
7.025047383126499767e+01 2.268903523614365300e-02 1.126125163889296898e-01 3.769632202508445967e-02 1.992976358784846654e-09 9.783724982357258071e-01
7.017169995078685929e+01 2.267092095072624838e-02 1.128429445084976890e-01 4.679232869134910405e-02 2.030441845555233943e-09 9.777848674543523355e-01
6.978788260169839930e+01 2.261339003741878739e-02 1.134227863985789453e-01 3.901750045048762300e-02 2.000685626693243156e-09 9.754623715634613834e-01
6.959049324909982204e+01 2.260604107632818716e-02 1.140503791435956704e-01 4.446580361627210098e-02 2.027719700158312868e-09 9.749342516422982996e-01
6.951951238617103002e+01 2.261166744030701503e-02 1.142724967200117875e-01 4.506191474417202414e-02 2.031053429791043123e-09 9.744318154976644442e-01
6.950549249015598718e+01 2.259297877373185950e-02 1.141776287553749186e-01 3.993642603785568790e-02 2.009093305127925008e-09 9.735427961207957503e-01
6.955468085245804843e+01 2.259159679412623897e-02 1.141036342314819402e-01 4.463963231037927637e-02 2.027554063564226118e-09 9.737912237238398605e-01
6.937639953953721772e+01 2.253347892064302277e-02 1.143118271541080366e-01 4.209266921288674912e-02 2.017087089258110987e-09 9.720069174532954825e-01
6.917106765477754493e+01 2.253872528544422979e-02 1.148762905326305844e-01 4.142726544129080035e-02 2.018612143113915151e-09 9.720562990119483437e-01
6.896628777934036236e+01 2.251132102676148619e-02 1.153181176316556006e-01 4.222431659877335514e-02 2.024555855137471347e-09 9.715966261953521421e-01
6.914991276473921289e+01 2.257194942441048333e-02 1.151320845864109155e-01 4.597120712762928219e-02 2.040454158938252724e-09 9.732900319198559691e-01
6.931051964120170794e+01 2.267223964639951406e-02 1.151539964523218967e-01 5.266070074453359923e-02 2.070274802373539767e-09 9.751092437339498042e-01
6.909689220898178519e+01 2.265376118300021016e-02 1.156350203163356155e-01 4.228798130817805478e-02 2.029534143891536908e-09 9.736322691134733365e-01
6.929833064670070542e+01 2.268673860395290995e-02 1.152691907827851497e-01 5.277598085060081212e-02 2.070116223221890817e-09 9.750599171292190226e-01
6.955388050790087107e+01 2.277556961730030707e-02 1.149791931557622715e-01 6.132983876962162795e-02 2.105218397681940693e-09 9.771937986241314711e-01
6.936624133031601502e+01 2.272536598843494238e-02 1.153498320427158857e-01 4.719910975055445490e-02 2.049960447222763800e-09 9.759375332892668009e-01
6.990304423390162469e+01 2.277733000288188064e-02 1.143568575182395131e-01 6.062324716858182028e-02 2.099158611453445495e-09 9.780738292450483762e-01
6.938314538801387243e+01 2.263055179373271025e-02 1.151867596297153906e-01 4.483902358142637795e-02 2.037317285660599625e-09 9.743141597064427506e-01
6.934856982912175738e+01 2.262209035087191580e-02 1.152821999065048314e-01 5.303273660557794589e-02 2.071919984429073584e-09 9.749054657316096328e-01
6.940446426221619447e+01 2.262274299101360575e-02 1.150905691191051183e-01 5.624827696954091960e-02 2.083905267886638233e-09 9.745460123848841416e-01
6.972139809792390963e+01 2.269076681733155076e-02 1.146958607067648933e-01 5.898789758654340853e-02 2.094561704314393726e-09 9.768487892707707898e-01
6.982997544396179990e+01 2.271269876705546073e-02 1.144986914784915377e-01 6.555719547987085005e-02 2.119013942678138558e-09 9.770793580830259284e-01
6.987113682988344010e+01 2.273204488763119063e-02 1.146260332838787976e-01 6.511441417959112909e-02 2.118439999145111295e-09 9.779413591392450700e-01
6.982604547791898142e+01 2.273785587532073035e-02 1.147353513661147628e-01 6.525999990259592765e-02 2.120460358048474850e-09 9.784522934997180732e-01
6.984711468472876561e+01 2.271006676728736309e-02 1.146432075193466044e-01 6.729267909878462739e-02 2.129215856945894474e-09 9.787028633965036972e-01
6.965941538321514770e+01 2.269610695492923699e-02 1.149610160797609471e-01 6.173480743828939354e-02 2.107841338807619773e-09 9.775604163572249039e-01
6.974610132285334885e+01 2.268426174834745415e-02 1.146237174447683194e-01 6.833581422826523477e-02 2.132338867421057472e-09 9.772414285418491442e-01
7.007743840655467693e+01 2.279628775591715367e-02 1.142971714870410910e-01 8.795049734109242068e-02 2.212027894956746821e-09 9.804040457111778961e-01
7.017195626641627371e+01 2.279808500755498013e-02 1.140656309822719455e-01 8.964672890077755862e-02 2.218331119860995768e-09 9.811840095466711764e-01
7.040274800851268822e+01 2.287083531827795863e-02 1.137106208958204717e-01 9.824256461150053521e-02 2.251218181899477346e-09 9.829205856350574644e-01
7.040398653528069417e+01 2.289268572681454200e-02 1.137901369096940563e-01 1.062922465898676755e-01 2.285910430034330964e-09 9.837512067833512619e-01
7.057960737614337177e+01 2.295630495631123882e-02 1.136056400215172957e-01 1.142871636041885991e-01 2.319166869332415905e-09 9.857243562640657375e-01
